Order,Family,Subfamily,Genus,Type Species?,Species,Exemplar Accession Number,Exemplar Isolate,Genome Composition,Last Change,MSL of Last Changed,Proposal,Taxon History URL
Unassigned,Geminiviridae,,Begomovirus,0,Pumpkin yellow mosaic virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142211
Unassigned,Geminiviridae,,Begomovirus,0,Radish leaf curl virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142212
Unassigned,Geminiviridae,,Begomovirus,0,Rhynchosia golden mosaic Havana virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142213
Unassigned,Geminiviridae,,Begomovirus,0,Rhynchosia golden mosaic Sinaloa virus,,,ssDNA,"New,",24,2006.001P.04.GeminiSp revised 06.08,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142214
Unassigned,Geminiviridae,,Begomovirus,0,Rhynchosia golden mosaic virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142215
Unassigned,Geminiviridae,,Begomovirus,0,Rhynchosia golden mosaic Yucatan virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142216
Unassigned,Geminiviridae,,Begomovirus,0,Rhynchosia mild mosaic virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142217
Unassigned,Geminiviridae,,Begomovirus,0,Rhynchosia rugose golden mosaic virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142218
Unassigned,Geminiviridae,,Begomovirus,0,Rhynchosia yellow mosaic virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142219
Unassigned,Geminiviridae,,Begomovirus,0,Rose leaf curl virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142220
Unassigned,Geminiviridae,,Begomovirus,0,Senecio yellow mosaic virus,,,ssDNA,"New,",24,2005.002P.04.Begomo,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142221
Unassigned,Geminiviridae,,Begomovirus,0,Sida golden mosaic Braco virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142222
Unassigned,Geminiviridae,,Begomovirus,0,Sida golden mosaic Buckup virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142223
Unassigned,Geminiviridae,,Begomovirus,0,Sida golden mosaic Costa Rica virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142224
Unassigned,Geminiviridae,,Begomovirus,0,Sida golden mosaic Florida virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142225
Unassigned,Geminiviridae,,Begomovirus,0,Sida golden mosaic Honduras virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142226
Unassigned,Geminiviridae,,Begomovirus,0,Sida golden mosaic Liguanea virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142227
Unassigned,Geminiviridae,,Begomovirus,0,Sida golden mosaic virus,,,ssDNA,"Moved,",16,Ratification_1997,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142228
Unassigned,Geminiviridae,,Begomovirus,0,Sida golden mottle virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142229
Unassigned,Geminiviridae,,Begomovirus,0,Sida golden yellow vein virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142230
Unassigned,Geminiviridae,,Begomovirus,0,Sida leaf curl virus,,,ssDNA,"New,",24,2006.001P.04.GeminiSp revised 06.08,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142231
Unassigned,Geminiviridae,,Begomovirus,0,Sida micrantha mosaic virus,,,ssDNA,"New,",24,2005.002P.04.Begomo,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142232
Unassigned,Geminiviridae,,Begomovirus,0,Sida mosaic Alagoas virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142233
Unassigned,Geminiviridae,,Begomovirus,0,Sida mosaic Bolivia virus 1,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142234
Unassigned,Geminiviridae,,Begomovirus,0,Sida mosaic Bolivia virus 2,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142235
Unassigned,Geminiviridae,,Begomovirus,0,Sida mosaic Sinaloa virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142236
Unassigned,Geminiviridae,,Begomovirus,0,Sida mottle Alagoas virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142237
Unassigned,Geminiviridae,,Begomovirus,0,Sida mottle virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142238
Unassigned,Geminiviridae,,Begomovirus,0,Sida yellow blotch virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142239
Unassigned,Geminiviridae,,Begomovirus,0,Sida yellow mosaic Alagoas virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142240
Unassigned,Geminiviridae,,Begomovirus,0,Sida yellow mosaic China virus,,,ssDNA,"New,",24,2005.002P.04.Begomo,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142241
Unassigned,Geminiviridae,,Begomovirus,0,Sida yellow mosaic virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142242
Unassigned,Geminiviridae,,Begomovirus,0,Sida yellow mosaic Yucatan virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142243
Unassigned,Geminiviridae,,Begomovirus,0,Sida yellow mottle virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142244
Unassigned,Geminiviridae,,Begomovirus,0,Sida yellow net virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142245
Unassigned,Geminiviridae,,Begomovirus,0,Sida yellow vein Madurai virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142246
Unassigned,Geminiviridae,,Begomovirus,0,Sida yellow vein Vietnam virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142247
Unassigned,Geminiviridae,,Begomovirus,0,Sida yellow vein virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142248
Unassigned,Geminiviridae,,Begomovirus,0,Siegesbeckia yellow vein Guangxi virus,,,ssDNA,"New,",24,2006.001P.04.GeminiSp revised 06.08,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142249
Unassigned,Geminiviridae,,Begomovirus,0,Siegesbeckia yellow vein virus,,,ssDNA,"New,",24,2006.001P.04.GeminiSp revised 06.08,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142250
Unassigned,Geminiviridae,,Begomovirus,0,South African cassava mosaic virus,,,ssDNA,"New,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142251
Unassigned,Geminiviridae,,Begomovirus,0,Soybean blistering mosaic virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142252
Unassigned,Geminiviridae,,Begomovirus,0,Soybean chlorotic spot virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142253
Unassigned,Geminiviridae,,Begomovirus,0,Soybean crinkle leaf virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142254
Unassigned,Geminiviridae,,Begomovirus,0,Soybean mild mottle virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142255
Unassigned,Geminiviridae,,Begomovirus,0,Spilanthes yellow vein virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142256
Unassigned,Geminiviridae,,Begomovirus,0,Squash leaf curl China virus,,,ssDNA,"Renamed,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142257
Unassigned,Geminiviridae,,Begomovirus,0,Squash leaf curl Philippines virus,,,ssDNA,"New,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142258
Unassigned,Geminiviridae,,Begomovirus,0,Squash leaf curl virus,,,ssDNA,"Moved,",16,Ratification_1997,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142259
Unassigned,Geminiviridae,,Begomovirus,0,Squash leaf curl Yunnan virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142260
Unassigned,Geminiviridae,,Begomovirus,0,Squash mild leaf curl virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142261
Unassigned,Geminiviridae,,Begomovirus,0,Sri Lankan cassava mosaic virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142262
Unassigned,Geminiviridae,,Begomovirus,0,Stachytarpheta leaf curl virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142263
Unassigned,Geminiviridae,,Begomovirus,0,Sweet potato leaf curl Canary virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142264
Unassigned,Geminiviridae,,Begomovirus,0,Sweet potato leaf curl China virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142265
Unassigned,Geminiviridae,,Begomovirus,0,Sweet potato leaf curl Georgia virus,,,ssDNA,"New,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142266
Unassigned,Geminiviridae,,Begomovirus,0,Sweet potato leaf curl Sao Paulo virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142267
Unassigned,Geminiviridae,,Begomovirus,0,Sweet potato leaf curl South Carolina virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142268
Unassigned,Geminiviridae,,Begomovirus,0,Sweet potato leaf curl Uganda virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142269
Unassigned,Geminiviridae,,Begomovirus,0,Sweet potato leaf curl virus,,,ssDNA,"Merged,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142270
Unassigned,Geminiviridae,,Begomovirus,0,Sweet potato mosaic virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142271
Unassigned,Geminiviridae,,Begomovirus,0,Tobacco curly shoot virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142272
Unassigned,Geminiviridae,,Begomovirus,0,Tobacco leaf curl Cuba virus,,,ssDNA,"New,",24,2006.001P.04.GeminiSp revised 06.08,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142273
Unassigned,Geminiviridae,,Begomovirus,0,Tobacco leaf curl Japan virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142274
Unassigned,Geminiviridae,,Begomovirus,0,Tobacco leaf curl Pusa virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142275
Unassigned,Geminiviridae,,Begomovirus,0,Tobacco leaf curl Thailand virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142276
Unassigned,Geminiviridae,,Begomovirus,0,Tobacco leaf curl Yunnan virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142277
Unassigned,Geminiviridae,,Begomovirus,0,Tobacco leaf curl Zimbabwe virus,,,ssDNA,"New,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142278
Unassigned,Geminiviridae,,Begomovirus,0,Tobacco leaf rugose virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142279
Unassigned,Geminiviridae,,Begomovirus,0,Tobacco mottle leaf curl virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142280
Unassigned,Geminiviridae,,Begomovirus,0,Tobacco yellow crinkle virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142281
Unassigned,Geminiviridae,,Begomovirus,0,Tomato chino La Paz virus,,,ssDNA,"New,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142282
Unassigned,Geminiviridae,,Begomovirus,0,Tomato chlorotic leaf distortion virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142283
Unassigned,Geminiviridae,,Begomovirus,0,Tomato chlorotic mottle virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142284
Unassigned,Geminiviridae,,Begomovirus,0,Tomato common mosaic virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142285
Unassigned,Geminiviridae,,Begomovirus,0,Tomato curly stunt virus,,,ssDNA,"New,",22,2003.P009-012.Begomovirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142286
Unassigned,Geminiviridae,,Begomovirus,0,Tomato dwarf leaf virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142287
Unassigned,Geminiviridae,,Begomovirus,0,Tomato golden mosaic virus,,,ssDNA,"Moved,",16,Ratification_1997,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142288
Unassigned,Geminiviridae,,Begomovirus,0,Tomato golden mottle virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142289
Unassigned,Geminiviridae,,Begomovirus,0,Tomato golden vein virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142290
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Anjouan virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142291
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Arusha virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142292
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Bangalore virus,,,ssDNA,"Merged,Renamed,",24,2007.002P.04.Remove6GeminiSp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142293
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Bangladesh virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142294
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Cebu virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142295
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl China virus,,,ssDNA,"New,",22,2003.P142.Begomovirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142296
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Comoros virus,,,ssDNA,"Merged,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142297
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Diana virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142298
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Ghana virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142299
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Guangdong virus,,,ssDNA,"New,",24,2005.002P.04.Begomo,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142300
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Guangxi virus,,,ssDNA,"New,",24,2006.001P.04.GeminiSp revised 06.08,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142301
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Gujarat virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142302
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Hainan virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142303
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Hanoi virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142304
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Hsinchu virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142305
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Iran virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142306
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Java virus,,,ssDNA,"New,",24,2005.002P.04.Begomo,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142307
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Joydebpur virus,,,ssDNA,"New,",24,2005.002P.04.Begomo,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142308
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Karnataka virus,,,ssDNA,"Merged,Renamed,",24,2007.002P.04.Remove6GeminiSp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142309
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Kerala virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142310
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Kumasi virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142311
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Laos virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142312
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Madagascar virus,,,ssDNA,"New,",24,2005.002P.04.Begomo,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142313
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Malaysia virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142314
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Mali virus,,,ssDNA,"New,",24,2005.002P.04.Begomo,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142315
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Mindanao virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142316
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Moheli virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142317
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Namakely virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142318
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl New Delhi virus,,,ssDNA,"Renamed,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142319
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Nigeria virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142320
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Oman virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142321
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Philippines virus,,,ssDNA,"New,",22,2003.P009-012.Begomovirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142322
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Pune virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142323
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Seychelles virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142324
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Sinaloa virus,,,ssDNA,"New,",24,2007.001P.04.GeminiSp43,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142325
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Sri Lanka virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142326
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Sudan virus,,,ssDNA,"New,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142327
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Taiwan virus,,,ssDNA,"Renamed,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142328
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Toliara virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142329
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Uganda virus,,,ssDNA,"New,",24,2006.001P.04.GeminiSp revised 06.08,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142330
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl Vietnam virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142331
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf curl virus,,,ssDNA,"Merged,Renamed,",24,2007.002P.04.Remove6GeminiSp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142332
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf deformation virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142333
Unassigned,Geminiviridae,,Begomovirus,0,Tomato leaf distortion virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142334
Unassigned,Geminiviridae,,Begomovirus,0,Tomato mild mosaic virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142335
Unassigned,Geminiviridae,,Begomovirus,0,Tomato mild yellow leaf curl Aragua virus,,,ssDNA,"New,",24,2005.002P.04.Begomo,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142336
Unassigned,Geminiviridae,,Begomovirus,0,Tomato mosaic Havana virus,,,ssDNA,"New,",22,2002.P108-109.Geminiviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142337
Unassigned,Geminiviridae,,Begomovirus,0,Tomato mosaic leaf curl virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142338
Unassigned,Geminiviridae,,Begomovirus,0,Tomato mottle leaf curl virus,,,ssDNA,"New,",28,"2013.015a,bP.A.v2.Begomovirus_100sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142339
Unassigned,Geminiviridae,,Begomovirus,0,Tomato mottle Taino virus,,,ssDNA,"Renamed,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20142340
